Surname Name Avg
Surname1735 Name1735 6.54
Surname1736 Name1736 6.94
Surname1738 Name1738 6.94
Surname1739 Name1739 5.30
Surname1740 Name1740 8.26
Surname1741 Name1741 8.10
Surname1743 Name1743 6.86
Surname1744 Name1744 5.64
Surname1747 Name1747 7.00
Surname1748 Name1748 7.64
Surname1749 Name1749 5.06
Surname1751 Name1751 5.66
Surname1753 Name1753 5.12
Surname1755 Name1755 8.10
Surname1757 Name1757 7.40
Surname1760 Name1760 6.16
Surname1761 Name1761 8.18
Surname1762 Name1762 8.80
Surname1764 Name1764 7.16
Surname1765 Name1765 5.06
Surname1766 Name1766 5.94
Surname1767 Name1767 8.08
Surname1769 Name1769 7.80
Surname1771 Name1771 6.80
Surname1772 Name1772 6.58
Surname1774 Name1774 7.92
Surname1775 Name1775 8.80
Surname1777 Name1777 7.70
Surname1778 Name1778 8.62
Surname1780 Name1780 7.32
Surname1781 Name1781 7.76
Surname1785 Name1785 6.16
Surname1786 Name1786 6.88
Surname1790 Name1790 8.52
Surname1793 Name1793 5.64
Surname1795 Name1795 5.52
Surname1797 Name1797 7.22
Surname1803 Name1803 5.58
Surname1804 Name1804 8.46
Surname1805 Name1805 8.44
Surname1809 Name1809 6.46
Surname1810 Name1810 6.00
Surname1811 Name1811 6.06
Surname1812 Name1812 7.76
Surname1815 Name1815 5.22
Surname1817 Name1817 5.06
Surname1818 Name1818 5.18
Surname1819 Name1819 7.52
Surname1820 Name1820 7.16
Surname1822 Name1822 8.46
Surname1823 Name1823 8.16
Surname1825 Name1825 5.88
Surname1827 Name1827 5.12
Surname1828 Name1828 7.40
Surname1829 Name1829 5.28
Surname1831 Name1831 7.56
Surname1832 Name1832 7.80
Surname1833 Name1833 6.06
Surname1836 Name1836 8.44
Surname1837 Name1837 6.10
Surname1839 Name1839 6.12
Surname1840 Name1840 7.50
Surname1842 Name1842 8.98
Surname1845 Name1845 7.70
Surname1847 Name1847 8.10
Surname1849 Name1849 6.14
Surname1851 Name1851 9.16
Surname1853 Name1853 5.70
Surname1854 Name1854 5.88
Surname1855 Name1855 5.30
Surname1857 Name1857 5.72
Surname1858 Name1858 5.46
Surname1860 Name1860 9.22
Surname1862 Name1862 8.04
Surname1864 Name1864 5.80
Surname1865 Name1865 7.76
Surname1867 Name1867 5.98
Surname1870 Name1870 5.52
Surname1871 Name1871 5.78
Surname1873 Name1873 6.00
Surname1874 Name1874 6.94
Surname1875 Name1875 5.24
Surname1877 Name1877 6.12
Surname1878 Name1878 7.98
Surname1879 Name1879 5.22
Surname1882 Name1882 8.80
Surname1883 Name1883 8.62
Surname1884 Name1884 6.18
Surname1885 Name1885 6.76
Surname1886 Name1886 7.64
Surname1887 Name1887 7.16
Surname1888 Name1888 5.42
Surname1889 Name1889 7.46
Surname1890 Name1890 8.28
Surname1892 Name1892 9.22
Surname1895 Name1895 6.66
Surname1896 Name1896 6.74
Surname1897 Name1897 7.64
Surname1898 Name1898 8.14
Surname1899 Name1899 5.36
Surname1901 Name1901 6.40
Surname1903 Name1903 5.82
Surname1904 Name1904 8.80
Surname1905 Name1905 5.94
Surname1906 Name1906 5.30
Surname1908 Name1908 6.74
Surname1909 Name1909 5.70
Surname1910 Name1910 6.38
Surname1913 Name1913 6.28
Surname1914 Name1914 7.88
Surname1916 Name1916 6.06
Surname1917 Name1917 6.12
Surname1920 Name1920 8.44
Surname1921 Name1921 8.68
Surname1922 Name1922 6.56
Surname1925 Name1925 9.16
Surname1929 Name1929 5.72
Surname1932 Name1932 7.92
Surname1933 Name1933 8.62
Surname1934 Name1934 8.20
Surname1935 Name1935 8.22
Surname1936 Name1936 7.02
Surname1937 Name1937 5.94
Surname1939 Name1939 5.06
Surname1940 Name1940 8.32
Surname1941 Name1941 7.58
Surname1942 Name1942 7.68
Surname1943 Name1943 6.46
Surname1945 Name1945 7.00
Surname1950 Name1950 9.16
Surname1955 Name1955 8.14
Surname1956 Name1956 7.62
Surname1957 Name1957 8.68
Surname1959 Name1959 7.94
Surname1961 Name1961 7.28
Surname1965 Name1965 7.68
Surname1966 Name1966 6.94
Surname1968 Name1968 6.18
Surname1969 Name1969 5.52
Surname1970 Name1970 5.64
Surname1972 Name1972 7.16
Surname1973 Name1973 7.10
Surname1974 Name1974 7.12
Surname1975 Name1975 6.94
Surname1978 Name1978 8.10
Surname1979 Name1979 6.42
Surname1981 Name1981 9.04
Surname1983 Name1983 5.18
Surname1984 Name1984 9.16
Surname1986 Name1986 5.22
Surname1989 Name1989 5.70
Surname1991 Name1991 5.60
Surname1992 Name1992 6.76
Surname1994 Name1994 6.46
Surname1995 Name1995 7.34
Surname1997 Name1997 8.56
Surname2001 Name2001 7.14
Surname2002 Name2002 7.28
Surname2003 Name2003 7.52
Surname2005 Name2005 7.34
Surname2006 Name2006 6.94
Surname2007 Name2007 7.98
Surname2008 Name2008 8.22
Surname2009 Name2009 5.00
Surname2011 Name2011 6.68
Surname2012 Name2012 6.42
Surname2013 Name2013 7.24
Surname2014 Name2014 6.88
Surname2016 Name2016 6.40
Surname2018 Name2018 8.28
Surname2019 Name2019 8.32
Surname2020 Name2020 8.62
Surname2021 Name2021 7.44
Surname2022 Name2022 5.94
Surname2023 Name2023 7.34
Surname2024 Name2024 7.12
Surname2027 Name2027 8.92
Surname2028 Name2028 5.76
Surname2029 Name2029 7.40
Surname2032 Name2032 6.34
Surname2033 Name2033 5.48
Surname2035 Name2035 8.58
Surname2036 Name2036 9.04
Surname2037 Name2037 5.88
Surname2038 Name2038 8.80
Surname2039 Name2039 6.78
Surname2040 Name2040 8.86
Surname2042 Name2042 7.52
Surname2043 Name2043 5.30
Surname2044 Name2044 6.24
Surname2046 Name2046 7.86
Surname2048 Name2048 8.74
Surname2049 Name2049 8.80
Surname2050 Name2050 7.10
Surname2051 Name2051 6.86
Surname2053 Name2053 6.34
Surname2055 Name2055 8.10
Surname2056 Name2056 6.70
Surname2057 Name2057 7.46
Surname2059 Name2059 8.56
Surname2060 Name2060 5.66
Surname2061 Name2061 7.34
Surname2062 Name2062 6.80
Surname2063 Name2063 6.92
Surname2064 Name2064 7.70
Surname2067 Name2067 8.80
Surname2068 Name2068 8.62
Surname2069 Name2069 5.46
Surname2070 Name2070 6.76
Surname2074 Name2074 6.30
Surname2075 Name2075 6.00
Surname2077 Name2077 8.50
Surname2079 Name2079 8.46
Surname2083 Name2083 5.22
Surname2084 Name2084 7.68
Surname2088 Name2088 6.22
Surname2091 Name2091 5.64
Surname2093 Name2093 8.92
Surname2094 Name2094 8.34
Surname2095 Name2095 8.92
Surname2096 Name2096 5.24
Surname2098 Name2098 7.40
Surname2099 Name2099 7.10
Surname2100 Name2100 7.44
Surname2101 Name2101 8.74
Surname2102 Name2102 6.40
Surname2103 Name2103 7.62
Surname2105 Name2105 5.94
Surname2111 Name2111 5.42
Surname2112 Name2112 6.10
Surname2113 Name2113 8.62
Surname2114 Name2114 8.16
Surname2116 Name2116 8.16
Surname2117 Name2117 6.70
Surname2119 Name2119 8.56
Surname2122 Name2122 7.98
Surname2123 Name2123 5.34
Surname2128 Name2128 9.16
Surname2132 Name2132 8.26
Surname2133 Name2133 6.92
Surname2134 Name2134 8.26
Surname2136 Name2136 9.10
Surname2137 Name2137 6.98
Surname2138 Name2138 9.34
Surname2141 Name2141 8.80
Surname2142 Name2142 7.22
Surname2143 Name2143 7.12
Surname2146 Name2146 5.48
Surname2148 Name2148 8.02
Surname2149 Name2149 7.34
Surname2150 Name2150 6.34
Surname2153 Name2153 5.48
Surname2154 Name2154 6.40
Surname2156 Name2156 7.50
Surname2157 Name2157 8.56
Surname2162 Name2162 8.16
Surname2163 Name2163 7.10
Surname2164 Name2164 7.88
Surname2166 Name2166 7.24
Surname2167 Name2167 7.74
Surname2169 Name2169 8.34
Surname2170 Name2170 8.58
Surname2172 Name2172 7.80
Surname2173 Name2173 6.18
Surname2174 Name2174 7.92
Surname2175 Name2175 6.80
Surname2177 Name2177 6.74
Surname2179 Name2179 6.98
Surname2181 Name2181 7.82
Surname2184 Name2184 6.30
Surname2187 Name2187 6.00
Surname2190 Name2190 8.50
Surname2194 Name2194 7.16
Surname2196 Name2196 5.70
Surname2197 Name2197 5.12
Surname2199 Name2199 9.34
Surname2200 Name2200 8.62
Surname2201 Name2201 8.20
Surname2203 Name2203 6.48
Surname2204 Name2204 5.76
Surname2205 Name2205 6.06
Surname2206 Name2206 6.00
Surname2207 Name2207 7.86
Surname2208 Name2208 7.34
Surname2209 Name2209 6.82
Surname2210 Name2210 6.28
Surname2211 Name2211 5.82
Surname2212 Name2212 8.34
Surname2213 Name2213 6.70
Surname2214 Name2214 7.04
Surname2215 Name2215 7.22
Surname2217 Name2217 7.18
Surname2219 Name2219 5.66
Surname2220 Name2220 5.60
Surname2221 Name2221 5.22
Surname2225 Name2225 5.82
Surname2226 Name2226 6.22
Surname2227 Name2227 5.70
Surname2229 Name2229 5.46
Surname2232 Name2232 6.98
Surname2233 Name2233 5.18
Surname2235 Name2235 7.74
Surname2236 Name2236 7.68
Surname2237 Name2237 7.16
Surname2238 Name2238 6.12
Surname2244 Name2244 5.06
Surname2245 Name2245 8.92
Surname2246 Name2246 7.86
Surname2248 Name2248 6.28
Surname2252 Name2252 6.52
Surname2253 Name2253 5.18
Surname2254 Name2254 8.86
Surname2256 Name2256 5.42
Surname2257 Name2257 8.08
Surname2258 Name2258 8.22
Surname2259 Name2259 8.10
Surname2263 Name2263 6.00
Surname2264 Name2264 6.86
Surname2265 Name2265 5.76
Surname2269 Name2269 7.40
Surname2270 Name2270 6.40
Surname2274 Name2274 9.16
Surname2275 Name2275 6.22
Surname2277 Name2277 7.96
Surname2278 Name2278 6.12
Surname2280 Name2280 6.94
Surname2281 Name2281 6.80
Surname2282 Name2282 8.58
Surname2283 Name2283 5.30
Surname2284 Name2284 7.26
Surname2286 Name2286 5.70
Surname2289 Name2289 5.46
Surname2290 Name2290 6.80
Surname2291 Name2291 6.06
Surname2297 Name2297 5.88
Surname2299 Name2299 7.16
Surname2305 Name2305 8.86
Surname2306 Name2306 8.68
Surname2308 Name2308 8.26
Surname2310 Name2310 9.04
Surname2315 Name2315 7.74
Surname2317 Name2317 6.10
Surname2319 Name2319 5.30
Surname2321 Name2321 6.04
Surname2322 Name2322 5.48
Surname2323 Name2323 6.98
Surname2324 Name2324 7.92
Surname2325 Name2325 7.74
Surname2326 Name2326 8.26
Surname2330 Name2330 6.88
Surname2331 Name2331 7.36
Surname2332 Name2332 5.64
Surname2339 Name2339 6.18
Surname2341 Name2341 6.52
Surname2343 Name2343 5.58
Surname2345 Name2345 8.40
Surname2347 Name2347 8.26
Surname2351 Name2351 6.40
Surname2352 Name2352 5.34
Surname2353 Name2353 5.42
Surname2354 Name2354 9.04
Surname2355 Name2355 8.74
Surname2358 Name2358 5.40
Surname2359 Name2359 7.92
Surname2360 Name2360 8.50
Surname2361 Name2361 6.52
Surname2363 Name2363 5.26
Surname2364 Name2364 8.86
Surname2365 Name2365 7.80
Surname2366 Name2366 5.24
Surname2368 Name2368 6.68
Surname2369 Name2369 9.04
Surname2372 Name2372 8.32
Surname2373 Name2373 7.58
Surname2374 Name2374 5.82
Surname2378 Name2378 7.46
Surname2380 Name2380 5.30
Surname2381 Name2381 6.74
Surname2383 Name2383 7.14
Surname2385 Name2385 6.34
Surname2386 Name2386 5.30
Surname2388 Name2388 6.58
Surname2390 Name2390 8.22
Surname2393 Name2393 7.98
Surname2394 Name2394 6.02
Surname2395 Name2395 8.56
Surname2398 Name2398 5.50
Surname2400 Name2400 8.44
Surname2401 Name2401 8.44
Surname2403 Name2403 5.82
Surname2404 Name2404 8.04
Surname2406 Name2406 8.22
Surname2407 Name2407 7.68
Surname2408 Name2408 5.06
Surname2411 Name2411 5.88
Surname2412 Name2412 5.54
Surname2413 Name2413 6.18
Surname2415 Name2415 5.58
Surname2417 Name2417 6.06
Surname2418 Name2418 7.52
Surname2420 Name2420 7.64
Surname2422 Name2422 8.22
Surname2425 Name2425 7.28
Surname2426 Name2426 5.60
Surname2428 Name2428 7.82
Surname2430 Name2430 8.44
Surname2431 Name2431 7.16
Surname2432 Name2432 7.16
Surname2434 Name2434 6.82
Surname2437 Name2437 7.18
Surname2440 Name2440 8.28
Surname2441 Name2441 7.64
Surname2443 Name2443 6.06
Surname2446 Name2446 8.08
Surname2447 Name2447 7.46
Surname2448 Name2448 8.86
Surname2449 Name2449 5.78
Surname2452 Name2452 8.14
Surname2453 Name2453 8.22
Surname2454 Name2454 6.80
Surname2455 Name2455 5.30
Surname2457 Name2457 6.52
Surname2458 Name2458 7.98
Surname2460 Name2460 8.92
Surname2467 Name2467 6.00
Surname2468 Name2468 7.04
Surname2470 Name2470 5.60
Surname2471 Name2471 5.28
Surname2472 Name2472 5.60
Surname2476 Name2476 8.50
Surname2481 Name2481 9.04
Surname2485 Name2485 7.52
Surname2486 Name2486 7.34
Surname2487 Name2487 5.28
Surname2489 Name2489 8.34
Surname2490 Name2490 5.72
Surname2496 Name2496 7.42
Surname2497 Name2497 8.76
Surname2499 Name2499 7.34
Surname2500 Name2500 7.28
Surname2505 Name2505 8.10
Surname2506 Name2506 5.02
Surname2507 Name2507 6.98
Surname2508 Name2508 6.28
Surname2510 Name2510 8.52
Surname2511 Name2511 7.64
Surname2512 Name2512 5.12
Surname2516 Name2516 7.34
Surname2518 Name2518 8.68
Surname2519 Name2519 5.48
Surname2521 Name2521 5.94
Surname2522 Name2522 6.98
Surname2523 Name2523 6.36
Surname2524 Name2524 8.38
Surname2525 Name2525 6.70
Surname2526 Name2526 8.92
Surname2527 Name2527 6.42
Surname2528 Name2528 6.70
Surname2529 Name2529 6.18
Surname2530 Name2530 7.62
Surname2531 Name2531 5.70
Surname2537 Name2537 5.28
Surname2538 Name2538 6.42
Surname2540 Name2540 8.04
Surname2544 Name2544 6.46
Surname2546 Name2546 7.98
Surname2547 Name2547 8.86
Surname2549 Name2549 7.34
Surname2553 Name2553 6.76
Surname2554 Name2554 8.62
Surname2556 Name2556 6.82
Surname2557 Name2557 7.62
Surname2559 Name2559 8.50
Surname2560 Name2560 5.78
Surname2561 Name2561 6.24
Surname2562 Name2562 5.34
Surname2563 Name2563 5.04
Surname2566 Name2566 7.44
Surname2569 Name2569 8.62
Surname2571 Name2571 6.82
Surname2572 Name2572 8.68
Surname2574 Name2574 8.56
Surname2576 Name2576 7.28
Surname2577 Name2577 6.76
Surname2579 Name2579 5.52
Surname2581 Name2581 7.74
Surname2582 Name2582 7.00
Surname2583 Name2583 6.70
Surname2584 Name2584 6.58
Surname2585 Name2585 6.24
Surname2587 Name2587 8.56
Surname2588 Name2588 5.00
Surname2589 Name2589 8.94
Surname2591 Name2591 5.38
Surname2592 Name2592 8.46
Surname2593 Name2593 7.56
Surname2594 Name2594 8.38
Surname2595 Name2595 6.82
Surname2598 Name2598 6.58
Surname2602 Name2602 6.74
Surname2605 Name2605 5.52
Surname2606 Name2606 5.92
Surname2609 Name2609 5.42
Surname2610 Name2610 5.12
Surname2613 Name2613 7.68
Surname2614 Name2614 7.88
Surname2615 Name2615 8.56
Surname2619 Name2619 7.04
Surname2620 Name2620 6.22
Surname2622 Name2622 5.82
Surname2623 Name2623 5.70
Surname2624 Name2624 7.92
Surname2625 Name2625 8.38
Surname2626 Name2626 5.18
Surname2627 Name2627 5.68
Surname2628 Name2628 7.32
Surname2633 Name2633 5.28
Surname2634 Name2634 5.62
Surname2635 Name2635 7.46
Surname2637 Name2637 6.34
Surname2638 Name2638 6.98
Surname2641 Name2641 7.62
Surname2642 Name2642 7.22
Surname2644 Name2644 5.60
Surname2646 Name2646 5.88
Surname2647 Name2647 8.68
Surname2649 Name2649 6.82
Surname2650 Name2650 8.64
Surname2652 Name2652 7.38
Surname2654 Name2654 7.46
Surname2655 Name2655 6.98
Surname2656 Name2656 8.56
Surname2657 Name2657 9.04
Surname2658 Name2658 5.12
Surname2661 Name2661 7.00
Surname2662 Name2662 6.10
Surname2663 Name2663 6.36
Surname2664 Name2664 6.40
Surname2665 Name2665 8.50
Surname2666 Name2666 5.88
Surname2667 Name2667 6.08
Surname2670 Name2670 8.26
Surname2671 Name2671 6.48
Surname2672 Name2672 8.22
Surname2675 Name2675 7.62
Surname2677 Name2677 7.98
Surname2678 Name2678 6.64
Surname2679 Name2679 8.64
Surname2680 Name2680 8.98
Surname2681 Name2681 6.52
Surname2682 Name2682 6.64
Surname2684 Name2684 6.74
Surname2686 Name2686 8.50
Surname2687 Name2687 8.92
Surname2690 Name2690 8.32
Surname2691 Name2691 5.72
Surname2693 Name2693 8.32
Surname2695 Name2695 6.70
Surname2696 Name2696 5.90
Surname2697 Name2697 8.44
Surname2699 Name2699 8.32
Surname2703 Name2703 6.46
Surname2704 Name2704 7.92
Surname2705 Name2705 5.06
Surname2707 Name2707 5.20
Surname2711 Name2711 6.04
Surname2714 Name2714 9.04
Surname2715 Name2715 7.80
Surname2717 Name2717 6.62
Surname2719 Name2719 8.64
Surname2720 Name2720 8.32
Surname2724 Name2724 5.06
Surname2725 Name2725 7.86
Surname2726 Name2726 7.22
Surname2728 Name2728 8.86
Surname2729 Name2729 5.70
Surname2730 Name2730 6.40
Surname2732 Name2732 5.70
Surname2733 Name2733 5.88
Surname2734 Name2734 5.58
Surname2735 Name2735 6.12
Surname2736 Name2736 6.40
Surname2738 Name2738 6.88
Surname2739 Name2739 7.74
Surname2743 Name2743 6.72
Surname2744 Name2744 6.18
Surname2747 Name2747 6.70
Surname2749 Name2749 5.54
Surname2750 Name2750 5.12
Surname2752 Name2752 7.12
Surname2753 Name2753 7.26
Surname2755 Name2755 7.34
Surname2758 Name2758 7.28
Surname2759 Name2759 6.46
Surname2760 Name2760 5.24
Surname2763 Name2763 7.74
Surname2764 Name2764 6.34
Surname2765 Name2765 5.60
Surname2767 Name2767 9.46
Surname2769 Name2769 8.38
Surname2771 Name2771 5.94
Surname2772 Name2772 7.02
Surname2773 Name2773 6.24
Surname2774 Name2774 6.86
Surname2776 Name2776 8.92
Surname2777 Name2777 5.44
Surname2778 Name2778 5.48
Surname2780 Name2780 7.80
Surname2781 Name2781 6.52
Surname2782 Name2782 8.86
Surname2785 Name2785 6.24
Surname2786 Name2786 8.20
Surname2789 Name2789 9.28
Surname2790 Name2790 8.16
Surname2791 Name2791 7.10
Surname2792 Name2792 5.72
Surname2793 Name2793 7.62
Surname2794 Name2794 8.32
Surname2795 Name2795 8.26
Surname2796 Name2796 5.24
Surname2797 Name2797 8.70
Surname2798 Name2798 6.52
Surname2800 Name2800 7.10
Surname2801 Name2801 5.54
Surname2803 Name2803 6.70
Surname2805 Name2805 5.12
Surname2806 Name2806 8.44
Surname2807 Name2807 7.68
Surname2808 Name2808 6.62
Surname2809 Name2809 8.74
Surname2812 Name2812 6.12
Surname2813 Name2813 7.80
Surname2814 Name2814 7.86
Surname2815 Name2815 7.78
Surname2817 Name2817 7.24
Surname2819 Name2819 5.02
Surname2820 Name2820 8.26
Surname2821 Name2821 7.50
Surname2822 Name2822 5.24
Surname2824 Name2824 6.58
Surname2829 Name2829 6.98
Surname2831 Name2831 6.76
Surname2832 Name2832 6.34
Surname2835 Name2835 6.68
Surname2836 Name2836 6.44
Surname2839 Name2839 6.64
Surname2840 Name2840 8.92
Surname2841 Name2841 6.00
Surname2842 Name2842 8.38
Surname2846 Name2846 6.40
Surname2847 Name2847 5.30
Surname2851 Name2851 8.80
Surname2853 Name2853 6.40
Surname2854 Name2854 8.74
Surname2855 Name2855 7.80
Surname2856 Name2856 8.52
Surname2857 Name2857 7.00
Surname2858 Name2858 6.00
Surname2859 Name2859 7.32
Surname2862 Name2862 9.10
Surname2865 Name2865 7.10
Surname2866 Name2866 5.68
Surname2870 Name2870 9.04
Surname2871 Name2871 7.32
Surname2873 Name2873 7.10
Surname2875 Name2875 8.32
Surname2876 Name2876 5.24
Surname2879 Name2879 7.06
Surname2880 Name2880 6.56
Surname2881 Name2881 8.56
Surname2882 Name2882 7.46
Surname2885 Name2885 8.74
Surname2886 Name2886 7.40
Surname2887 Name2887 6.18
Surname2888 Name2888 5.76
Surname2890 Name2890 5.24
Surname2891 Name2891 5.24
Surname2892 Name2892 8.68
Surname2893 Name2893 5.54
Surname2894 Name2894 7.36
Surname2895 Name2895 6.00
Surname2896 Name2896 5.98
Surname2897 Name2897 7.18
Surname2899 Name2899 7.50
Surname2900 Name2900 9.16
Surname2901 Name2901 5.94
Surname2906 Name2906 6.18
Surname2907 Name2907 6.00
Surname2908 Name2908 7.10
Surname2909 Name2909 5.12
Surname2911 Name2911 5.18
Surname2912 Name2912 7.44
Surname2915 Name2915 6.66
Surname2916 Name2916 8.68
Surname2917 Name2917 8.38
Surname2920 Name2920 5.06
Surname2921 Name2921 9.22
Surname2923 Name2923 7.66
Surname2924 Name2924 6.86
Surname2928 Name2928 8.16
Surname2930 Name2930 6.12
Surname2932 Name2932 7.70
Surname2933 Name2933 6.62
Surname2934 Name2934 5.12
Surname2936 Name2936 8.12
Surname2937 Name2937 8.52
Surname2939 Name2939 9.64
Surname2943 Name2943 7.22
Surname2944 Name2944 7.10
Surname2946 Name2946 7.22
Surname2949 Name2949 5.08
Surname2955 Name2955 5.16
Surname2957 Name2957 8.98
Surname2959 Name2959 8.80
Surname2961 Name2961 9.22
Surname2963 Name2963 7.94
Surname2965 Name2965 6.76
Surname2966 Name2966 7.34
Surname2974 Name2974 6.76
Surname2975 Name2975 8.92
Surname2976 Name2976 5.12
Surname2977 Name2977 7.68
Surname2979 Name2979 5.20
Surname2980 Name2980 7.64
Surname2982 Name2982 6.64
Surname2983 Name2983 7.76
Surname2984 Name2984 6.12
Surname2985 Name2985 7.28
Surname2988 Name2988 8.32
Surname2991 Name2991 8.58
Surname2994 Name2994 6.88
Surname2995 Name2995 5.70
Surname2996 Name2996 8.04
Surname2998 Name2998 8.14
Surname3002 Name3002 7.16
Surname3003 Name3003 6.92
Surname3004 Name3004 7.80
Surname3005 Name3005 6.98
Surname3006 Name3006 5.46
Surname3007 Name3007 6.94
Surname3011 Name3011 5.18
Surname3012 Name3012 7.96
Surname3013 Name3013 8.16
Surname3014 Name3014 5.42
Surname3020 Name3020 8.16
Surname3022 Name3022 6.68
Surname3024 Name3024 9.22
Surname3025 Name3025 6.16
Surname3026 Name3026 9.22
Surname3027 Name3027 8.26
Surname3029 Name3029 5.22
Surname3030 Name3030 7.74
Surname3033 Name3033 5.54
Surname3034 Name3034 6.92
Surname3035 Name3035 8.04
Surname3038 Name3038 5.64
Surname3040 Name3040 9.10
Surname3041 Name3041 8.80
Surname3048 Name3048 8.22
Surname3049 Name3049 6.30
Surname3053 Name3053 6.28
Surname3057 Name3057 7.16
Surname3059 Name3059 6.30
Surname3061 Name3061 6.40
Surname3062 Name3062 9.28
Surname3064 Name3064 5.52
Surname3068 Name3068 5.82
Surname3069 Name3069 8.64
Surname3070 Name3070 6.70
Surname3071 Name3071 8.64
Surname3072 Name3072 9.10
Surname3073 Name3073 8.50
Surname3074 Name3074 6.78
Surname3077 Name3077 5.18
Surname3078 Name3078 9.22
Surname3079 Name3079 6.92
Surname3082 Name3082 5.40
Surname3083 Name3083 5.00
Surname3084 Name3084 6.92
Surname3085 Name3085 7.82
Surname3087 Name3087 8.74
Surname3089 Name3089 6.92
Surname3090 Name3090 7.76
Surname3093 Name3093 8.34
Surname3094 Name3094 6.42
Surname3096 Name3096 7.88
Surname3097 Name3097 8.56
Surname3098 Name3098 6.98
Surname3100 Name3100 9.16
Surname3101 Name3101 7.04
Surname3109 Name3109 5.38
Surname3110 Name3110 7.98
Surname3111 Name3111 5.12
Surname3118 Name3118 5.14
Surname3119 Name3119 6.92
Surname3122 Name3122 8.94
Surname3126 Name3126 6.28
Surname3127 Name3127 8.44
Surname3128 Name3128 5.58
Surname3130 Name3130 7.06
Surname3132 Name3132 8.92
Surname3135 Name3135 8.38
Surname3139 Name3139 7.98
Surname3140 Name3140 6.52
Surname3141 Name3141 5.08
Surname3143 Name3143 7.04
Surname3145 Name3145 8.22
Surname3146 Name3146 6.40
Surname3147 Name3147 6.30
Surname3149 Name3149 5.66
Surname3150 Name3150 5.58
Surname3151 Name3151 7.32
Surname3155 Name3155 8.92
Surname3156 Name3156 6.04
Surname3162 Name3162 6.76
Surname3164 Name3164 6.70
Surname3166 Name3166 6.00
Surname3168 Name3168 7.68
Surname3169 Name3169 7.40
Surname3170 Name3170 8.92
Surname3171 Name3171 6.16
Surname3172 Name3172 5.58
Surname3174 Name3174 6.82
Surname3176 Name3176 6.40
Surname3177 Name3177 6.12
Surname3178 Name3178 7.58
Surname3180 Name3180 5.26
Surname3182 Name3182 5.40
Surname3185 Name3185 6.64
Surname3186 Name3186 6.88
Surname3188 Name3188 5.46
Surname3190 Name3190 6.86
Surname3192 Name3192 6.58
Surname3193 Name3193 8.32
Surname3194 Name3194 5.06
Surname3197 Name3197 6.40
Surname3198 Name3198 7.58
Surname3200 Name3200 7.14
Surname3201 Name3201 7.34
Surname3204 Name3204 6.06
Surname3205 Name3205 7.58
Surname3206 Name3206 5.58
Surname3207 Name3207 5.84
Surname3210 Name3210 5.86
Surname3211 Name3211 7.80
Surname3212 Name3212 7.56
Surname3214 Name3214 6.52
Surname3215 Name3215 5.86
Surname3217 Name3217 5.42
Surname3218 Name3218 6.94
Surname3219 Name3219 6.74
Surname3220 Name3220 5.12
Surname3221 Name3221 5.30
Surname3222 Name3222 8.08
Surname3223 Name3223 8.64
Surname3226 Name3226 7.06
Surname3227 Name3227 5.70
Surname3228 Name3228 5.00
Surname3231 Name3231 5.12
Surname3234 Name3234 6.16
Surname3236 Name3236 7.22
Surname3238 Name3238 6.76
Surname3239 Name3239 5.54
Surname3241 Name3241 7.92
Surname3243 Name3243 6.46
Surname3248 Name3248 7.40
Surname3251 Name3251 5.78
Surname3253 Name3253 6.72
Surname3254 Name3254 8.98
Surname3255 Name3255 9.04
Surname3256 Name3256 6.80
Surname3257 Name3257 6.24
Surname3258 Name3258 6.74
Surname3259 Name3259 5.88
Surname3260 Name3260 9.10
Surname3261 Name3261 5.98
Surname3262 Name3262 6.28
Surname3263 Name3263 7.62
Surname3264 Name3264 6.52
Surname3268 Name3268 6.70
Surname3270 Name3270 6.10
Surname3271 Name3271 7.92
Surname3272 Name3272 6.86
Surname3275 Name3275 5.00
Surname3276 Name3276 7.28
Surname3278 Name3278 9.16
Surname3280 Name3280 7.98
Surname3281 Name3281 7.74
Surname3283 Name3283 7.30
Surname3285 Name3285 7.16
Surname3286 Name3286 6.64
Surname3288 Name3288 6.64
Surname3290 Name3290 8.86
Surname3292 Name3292 6.24
Surname3294 Name3294 9.40
Surname3295 Name3295 8.32
Surname3297 Name3297 6.22
Surname3299 Name3299 6.04
Surname3300 Name3300 6.62
Surname3302 Name3302 6.88
Surname3303 Name3303 7.74
Surname3305 Name3305 8.98
Surname3306 Name3306 5.48
Surname3308 Name3308 6.10
Surname3309 Name3309 8.28
Surname3310 Name3310 5.82
Surname3314 Name3314 8.20
Surname3315 Name3315 8.16
Surname3316 Name3316 8.74
Surname3317 Name3317 5.64
Surname3318 Name3318 6.24
Surname3320 Name3320 7.82
Surname3321 Name3321 6.74
Surname3324 Name3324 5.18
Surname3326 Name3326 8.50
Surname3327 Name3327 8.22
Surname3328 Name3328 5.18
Surname3329 Name3329 6.92
Surname3330 Name3330 5.42
Surname3331 Name3331 8.16
Surname3333 Name3333 5.76
Surname3337 Name3337 8.16
Surname3338 Name3338 8.98
Surname3341 Name3341 7.32
Surname3343 Name3343 5.64
Surname3348 Name3348 7.56
Surname3349 Name3349 6.98
Surname3350 Name3350 6.86
Surname3353 Name3353 7.00
Surname3354 Name3354 7.28
Surname3355 Name3355 7.40
Surname3356 Name3356 7.46
