Surname Name Avg
Surname2317 Name2317 3.66
Surname2319 Name2319 1.96
Surname2322 Name2322 4.20
Surname2324 Name2324 3.36
Surname2325 Name2325 2.84
Surname2329 Name2329 2.62
Surname2333 Name2333 3.92
Surname2335 Name2335 3.68
Surname2337 Name2337 4.48
Surname2338 Name2338 3.66
Surname2339 Name2339 3.96
Surname2343 Name2343 4.88
Surname2349 Name2349 3.62
Surname2350 Name2350 3.88
Surname2351 Name2351 4.54
Surname2352 Name2352 4.30
Surname2354 Name2354 3.20
Surname2355 Name2355 3.94
Surname2358 Name2358 2.72
Surname2360 Name2360 2.08
Surname2363 Name2363 2.54
Surname2365 Name2365 4.82
Surname2367 Name2367 4.34
Surname2368 Name2368 2.96
Surname2372 Name2372 4.02
Surname2384 Name2384 3.36
Surname2386 Name2386 4.14
Surname2389 Name2389 3.10
Surname2390 Name2390 2.96
Surname2391 Name2391 2.20
Surname2400 Name2400 3.78
Surname2401 Name2401 2.96
Surname2403 Name2403 3.50
Surname2404 Name2404 4.52
Surname2407 Name2407 1.96
Surname2410 Name2410 2.48
Surname2413 Name2413 4.58
Surname2414 Name2414 2.20
Surname2416 Name2416 4.02
Surname2421 Name2421 2.26
Surname2422 Name2422 2.74
Surname2423 Name2423 4.02
Surname2426 Name2426 2.74
Surname2428 Name2428 4.96
Surname2430 Name2430 2.90
Surname2435 Name2435 3.38
Surname2439 Name2439 4.32
Surname2440 Name2440 4.44
Surname2442 Name2442 3.84
Surname2443 Name2443 3.20
Surname2448 Name2448 2.26
Surname2449 Name2449 4.84
Surname2451 Name2451 3.78
Surname2455 Name2455 3.18
Surname2460 Name2460 4.12
Surname2466 Name2466 4.06
Surname2473 Name2473 4.82
Surname2474 Name2474 4.84
Surname2478 Name2478 3.26
Surname2479 Name2479 1.90
Surname2481 Name2481 3.78
Surname2482 Name2482 4.26
Surname2483 Name2483 2.90
Surname2484 Name2484 4.70
Surname2486 Name2486 4.30
Surname2488 Name2488 2.68
Surname2489 Name2489 3.18
Surname2491 Name2491 3.96
Surname2492 Name2492 3.26
Surname2493 Name2493 3.02
Surname2496 Name2496 3.20
Surname2498 Name2498 2.32
Surname2499 Name2499 3.36
Surname2501 Name2501 2.50
Surname2503 Name2503 3.66
Surname2506 Name2506 2.14
Surname2508 Name2508 4.30
Surname2509 Name2509 2.44
Surname2510 Name2510 3.88
Surname2511 Name2511 3.96
Surname2513 Name2513 3.90
Surname2514 Name2514 3.56
Surname2515 Name2515 4.78
Surname2516 Name2516 2.96
Surname2517 Name2517 2.92
Surname2518 Name2518 4.48
Surname2519 Name2519 2.72
Surname2520 Name2520 3.20
Surname2529 Name2529 4.30
Surname2532 Name2532 4.94
Surname2536 Name2536 2.18
Surname2538 Name2538 1.54
Surname2540 Name2540 3.78
Surname2541 Name2541 4.76
Surname2542 Name2542 1.54
Surname2543 Name2543 3.54
Surname2545 Name2545 3.94
Surname2546 Name2546 3.14
Surname2548 Name2548 3.18
Surname2550 Name2550 3.00
Surname2551 Name2551 4.60
Surname2558 Name2558 3.08
Surname2560 Name2560 3.60
Surname2561 Name2561 2.78
Surname2562 Name2562 2.60
Surname2568 Name2568 4.52
Surname2569 Name2569 2.98
Surname2571 Name2571 4.14
Surname2572 Name2572 1.94
Surname2573 Name2573 4.26
Surname2574 Name2574 4.42
Surname2577 Name2577 4.24
Surname2578 Name2578 4.02
Surname2579 Name2579 2.18
Surname2583 Name2583 3.44
Surname2586 Name2586 3.26
Surname2590 Name2590 2.30
Surname2591 Name2591 2.26
Surname2592 Name2592 2.26
Surname2593 Name2593 2.66
Surname2595 Name2595 4.78
Surname2596 Name2596 4.84
Surname2597 Name2597 2.84
Surname2599 Name2599 3.62
Surname2600 Name2600 2.60
Surname2601 Name2601 2.38
Surname2604 Name2604 3.82
Surname2609 Name2609 4.48
Surname2611 Name2611 3.18
Surname2612 Name2612 1.36
Surname2617 Name2617 3.14
Surname2622 Name2622 4.52
Surname2623 Name2623 1.90
Surname2624 Name2624 4.92
Surname2625 Name2625 4.82
Surname2626 Name2626 2.44
Surname2627 Name2627 4.40
Surname2628 Name2628 4.20
Surname2629 Name2629 2.74
Surname2632 Name2632 2.20
Surname2633 Name2633 3.78
Surname2634 Name2634 3.12
Surname2635 Name2635 2.90
Surname2642 Name2642 2.60
Surname2647 Name2647 3.30
Surname2649 Name2649 2.36
Surname2656 Name2656 3.54
Surname2661 Name2661 4.80
Surname2662 Name2662 2.96
Surname2663 Name2663 3.14
Surname2666 Name2666 4.02
Surname2667 Name2667 2.62
Surname2669 Name2669 3.24
Surname2670 Name2670 2.54
Surname2676 Name2676 3.98
Surname2679 Name2679 2.38
Surname2680 Name2680 3.20
Surname2683 Name2683 3.84
Surname2684 Name2684 3.82
Surname2686 Name2686 3.18
Surname2688 Name2688 4.02
Surname2690 Name2690 2.68
Surname2691 Name2691 3.08
Surname2693 Name2693 2.74
Surname2697 Name2697 2.78
Surname2699 Name2699 4.26
Surname2700 Name2700 4.54
Surname2701 Name2701 4.72
Surname2702 Name2702 4.76
Surname2708 Name2708 3.66
Surname2710 Name2710 4.36
Surname2711 Name2711 3.96
Surname2715 Name2715 4.90
Surname2716 Name2716 3.60
Surname2722 Name2722 3.70
Surname2723 Name2723 2.20
Surname2724 Name2724 3.36
Surname2725 Name2725 4.94
Surname2726 Name2726 1.84
Surname2728 Name2728 3.30
Surname2731 Name2731 2.02
Surname2732 Name2732 2.08
Surname2735 Name2735 2.42
Surname2736 Name2736 4.00
Surname2737 Name2737 2.60
Surname2738 Name2738 2.02
Surname2739 Name2739 2.80
Surname2740 Name2740 3.32
Surname2742 Name2742 3.78
Surname2743 Name2743 3.72
Surname2745 Name2745 2.86
Surname2746 Name2746 2.20
Surname2748 Name2748 4.30
Surname2750 Name2750 3.84
Surname2755 Name2755 3.72
Surname2757 Name2757 4.84
Surname2758 Name2758 3.54
Surname2760 Name2760 4.88
Surname2762 Name2762 4.20
Surname2764 Name2764 4.84
Surname2765 Name2765 2.84
Surname2766 Name2766 4.60
Surname2768 Name2768 3.14
Surname2771 Name2771 3.84
Surname2773 Name2773 4.48
Surname2775 Name2775 2.78
Surname2776 Name2776 3.72
Surname2778 Name2778 3.84
Surname2779 Name2779 3.62
Surname2784 Name2784 3.56
Surname2794 Name2794 4.72
Surname2796 Name2796 4.24
Surname2798 Name2798 3.18
Surname2800 Name2800 1.54
Surname2801 Name2801 2.54
Surname2802 Name2802 2.96
Surname2804 Name2804 3.76
Surname2805 Name2805 1.54
Surname2806 Name2806 2.60
Surname2809 Name2809 3.02
Surname2810 Name2810 4.36
Surname2811 Name2811 3.14
Surname2814 Name2814 4.32
Surname2816 Name2816 4.82
Surname2817 Name2817 4.30
Surname2819 Name2819 2.20
Surname2820 Name2820 3.32
Surname2822 Name2822 4.42
Surname2823 Name2823 4.48
Surname2824 Name2824 3.08
Surname2825 Name2825 2.44
Surname2827 Name2827 2.96
Surname2828 Name2828 3.20
Surname2830 Name2830 4.84
Surname2831 Name2831 2.44
Surname2832 Name2832 3.26
Surname2833 Name2833 3.02
Surname2835 Name2835 3.20
Surname2839 Name2839 3.54
Surname2844 Name2844 3.26
Surname2847 Name2847 4.54
Surname2848 Name2848 4.62
Surname2849 Name2849 2.78
Surname2854 Name2854 4.66
Surname2856 Name2856 2.50
Surname2857 Name2857 2.02
Surname2874 Name2874 3.78
Surname2877 Name2877 3.54
Surname2880 Name2880 3.20
Surname2885 Name2885 4.70
Surname2888 Name2888 2.80
Surname2889 Name2889 3.72
Surname2891 Name2891 4.80
Surname2893 Name2893 4.72
Surname2894 Name2894 3.42
Surname2896 Name2896 4.96
Surname2898 Name2898 3.38
Surname2907 Name2907 4.26
Surname2908 Name2908 2.62
Surname2909 Name2909 4.18
Surname2910 Name2910 3.32
Surname2911 Name2911 2.90
Surname2913 Name2913 2.50
Surname2916 Name2916 3.02
Surname2917 Name2917 4.20
Surname2918 Name2918 1.48
Surname2921 Name2921 4.36
Surname2922 Name2922 4.14
Surname2923 Name2923 3.90
Surname2925 Name2925 3.64
Surname2928 Name2928 2.08
Surname2929 Name2929 3.84
Surname2931 Name2931 4.00
Surname2932 Name2932 3.26
Surname2933 Name2933 4.72
Surname2934 Name2934 4.60
Surname2939 Name2939 4.84
Surname2941 Name2941 2.72
Surname2942 Name2942 2.68
Surname2943 Name2943 2.96
Surname2946 Name2946 3.78
Surname2948 Name2948 3.26
Surname2951 Name2951 4.00
Surname2952 Name2952 3.66
Surname2956 Name2956 2.90
Surname2957 Name2957 4.64
Surname2961 Name2961 2.74
Surname2965 Name2965 3.14
Surname2966 Name2966 3.84
Surname2968 Name2968 4.48
Surname2970 Name2970 4.18
Surname2971 Name2971 3.94
Surname2972 Name2972 4.52
Surname2973 Name2973 2.26
Surname2986 Name2986 3.36
Surname2987 Name2987 2.86
Surname2988 Name2988 4.86
Surname2989 Name2989 4.40
Surname2992 Name2992 4.36
Surname2993 Name2993 3.54
Surname2994 Name2994 4.26
Surname2995 Name2995 4.44
Surname2999 Name2999 1.66
Surname3004 Name3004 3.02
Surname3006 Name3006 3.90
Surname3008 Name3008 2.72
Surname3009 Name3009 3.78
Surname3010 Name3010 4.96
Surname3011 Name3011 3.02
Surname3017 Name3017 4.36
Surname3019 Name3019 3.50
Surname3021 Name3021 2.66
Surname3024 Name3024 4.60
Surname3025 Name3025 3.72
Surname3027 Name3027 2.56
Surname3028 Name3028 3.50
Surname3030 Name3030 2.30
Surname3031 Name3031 4.08
Surname3032 Name3032 4.42
Surname3037 Name3037 3.30
Surname3039 Name3039 4.76
Surname3042 Name3042 3.36
Surname3044 Name3044 3.66
Surname3046 Name3046 2.50
Surname3049 Name3049 3.60
Surname3050 Name3050 3.70
Surname3052 Name3052 2.92
Surname3053 Name3053 3.20
Surname3054 Name3054 1.96
Surname3056 Name3056 3.84
Surname3059 Name3059 4.82
Surname3060 Name3060 2.62
Surname3061 Name3061 1.84
Surname3071 Name3071 4.32
Surname3072 Name3072 2.20
Surname3075 Name3075 4.66
Surname3076 Name3076 3.08
Surname3078 Name3078 4.82
Surname3079 Name3079 3.72
Surname3080 Name3080 3.72
Surname3085 Name3085 4.02
Surname3091 Name3091 3.50
Surname3093 Name3093 2.20
Surname3095 Name3095 3.36
Surname3097 Name3097 4.88
Surname3098 Name3098 3.90
Surname3099 Name3099 3.84
Surname3101 Name3101 4.36
Surname3102 Name3102 3.72
Surname3104 Name3104 4.36
Surname3109 Name3109 3.26
Surname3110 Name3110 3.84
Surname3113 Name3113 4.14
Surname3115 Name3115 4.66
Surname3117 Name3117 3.78
Surname3119 Name3119 3.14
Surname3121 Name3121 4.54
Surname3122 Name3122 3.60
Surname3123 Name3123 4.74
Surname3124 Name3124 2.32
Surname3128 Name3128 3.30
Surname3129 Name3129 2.42
Surname3131 Name3131 4.02
Surname3132 Name3132 2.54
Surname3135 Name3135 2.20
Surname3136 Name3136 2.32
Surname3138 Name3138 2.14
Surname3143 Name3143 3.54
Surname3146 Name3146 3.14
Surname3147 Name3147 3.42
Surname3148 Name3148 3.24
Surname3149 Name3149 2.66
Surname3151 Name3151 3.72
Surname3152 Name3152 2.32
Surname3153 Name3153 4.82
Surname3154 Name3154 3.48
Surname3156 Name3156 2.02
Surname3160 Name3160 3.08
Surname3169 Name3169 1.96
Surname3171 Name3171 3.50
Surname3173 Name3173 2.08
Surname3174 Name3174 2.08
Surname3179 Name3179 3.56
Surname3181 Name3181 2.26
Surname3190 Name3190 2.02
Surname3192 Name3192 2.60
Surname3193 Name3193 4.70
Surname3197 Name3197 2.20
Surname3198 Name3198 4.40
Surname3199 Name3199 4.42
Surname3200 Name3200 2.38
Surname3201 Name3201 3.18
Surname3203 Name3203 3.04
Surname3204 Name3204 2.44
Surname3208 Name3208 4.20
Surname3209 Name3209 4.18
Surname3210 Name3210 2.32
Surname3212 Name3212 4.70
Surname3214 Name3214 4.00
Surname3215 Name3215 2.26
Surname3219 Name3219 4.82
Surname3220 Name3220 4.78
Surname3222 Name3222 3.38
Surname3224 Name3224 3.96
Surname3228 Name3228 3.62
Surname3230 Name3230 2.96
Surname3233 Name3233 2.02
Surname3241 Name3241 4.82
Surname3243 Name3243 2.86
Surname3246 Name3246 2.32
Surname3248 Name3248 2.56
Surname3249 Name3249 3.12
Surname3250 Name3250 4.88
Surname3257 Name3257 2.14
Surname3258 Name3258 4.82
Surname3261 Name3261 4.24
Surname3262 Name3262 3.42
Surname3263 Name3263 4.46
Surname3267 Name3267 3.60
Surname3268 Name3268 4.98
Surname3272 Name3272 4.88
Surname3274 Name3274 2.62
Surname3276 Name3276 4.66
Surname3278 Name3278 4.98
Surname3280 Name3280 2.78
Surname3285 Name3285 3.16
Surname3286 Name3286 3.54
Surname3289 Name3289 2.72
Surname3291 Name3291 3.84
Surname3296 Name3296 2.08
Surname3297 Name3297 3.78
Surname3298 Name3298 3.32
Surname3300 Name3300 3.14
Surname3301 Name3301 4.06
Surname3303 Name3303 2.18
Surname3306 Name3306 3.90
Surname3307 Name3307 3.72
Surname3311 Name3311 2.68
Surname3312 Name3312 3.14
Surname3313 Name3313 1.84
Surname3315 Name3315 3.08
Surname3316 Name3316 1.84
Surname3323 Name3323 2.60
Surname3324 Name3324 4.60
Surname3326 Name3326 4.02
Surname3327 Name3327 2.42
Surname3328 Name3328 1.84
Surname3330 Name3330 4.88
Surname3331 Name3331 4.26
Surname3332 Name3332 2.44
Surname3335 Name3335 3.30
Surname3336 Name3336 4.94
Surname3337 Name3337 3.04
Surname3338 Name3338 3.24
Surname3341 Name3341 2.08
Surname3342 Name3342 3.30
Surname3343 Name3343 4.32
Surname3354 Name3354 2.56
Surname3357 Name3357 3.32
Surname3359 Name3359 3.48
Surname3361 Name3361 2.60
Surname3362 Name3362 4.30
Surname3364 Name3364 2.74
Surname3366 Name3366 3.18
Surname3368 Name3368 3.82
Surname3370 Name3370 2.78
Surname3372 Name3372 4.12
Surname3376 Name3376 3.14
Surname3380 Name3380 2.08
Surname3392 Name3392 3.96
Surname3395 Name3395 4.48
Surname3398 Name3398 2.20
Surname3399 Name3399 2.96
Surname3400 Name3400 2.42
Surname3401 Name3401 1.96
Surname3404 Name3404 2.44
Surname3412 Name3412 3.84
Surname3413 Name3413 4.54
Surname3414 Name3414 4.66
Surname3415 Name3415 4.84
Surname3417 Name3417 4.90
Surname3424 Name3424 2.62
Surname3425 Name3425 3.50
Surname3430 Name3430 2.50
Surname3431 Name3431 2.54
Surname3432 Name3432 4.20
Surname3434 Name3434 3.02
Surname3435 Name3435 2.42
Surname3436 Name3436 3.56
Surname3438 Name3438 2.20
Surname3439 Name3439 3.44
Surname3441 Name3441 4.42
Surname3445 Name3445 4.12
Surname3449 Name3449 4.60
Surname3451 Name3451 3.04
Surname3454 Name3454 3.20
Surname3456 Name3456 4.30
Surname3461 Name3461 4.82
Surname3463 Name3463 2.08
Surname3471 Name3471 4.02
Surname3472 Name3472 2.50
Surname3473 Name3473 4.12
Surname3478 Name3478 3.02
Surname3480 Name3480 4.88
Surname3481 Name3481 3.30
Surname3482 Name3482 2.66
Surname3483 Name3483 1.96
Surname3484 Name3484 2.56
Surname3486 Name3486 2.38
Surname3487 Name3487 2.68
Surname3490 Name3490 3.66
Surname3491 Name3491 4.28
Surname3492 Name3492 2.78
Surname3496 Name3496 4.32
Surname3497 Name3497 2.26
Surname3499 Name3499 3.44
Surname3502 Name3502 3.60
Surname3503 Name3503 3.16
Surname3504 Name3504 3.20
Surname3505 Name3505 4.84
Surname3510 Name3510 2.66
Surname3511 Name3511 2.38
Surname3512 Name3512 2.38
Surname3514 Name3514 3.24
Surname3516 Name3516 2.74
Surname3518 Name3518 1.90
Surname3522 Name3522 4.30
Surname3525 Name3525 2.96
Surname3528 Name3528 3.44
Surname3530 Name3530 3.14
Surname3531 Name3531 4.20
Surname3532 Name3532 2.42
Surname3533 Name3533 4.72
Surname3537 Name3537 4.88
Surname3540 Name3540 4.84
Surname3543 Name3543 3.00
Surname3544 Name3544 3.54
Surname3546 Name3546 4.20
Surname3547 Name3547 2.62
Surname3548 Name3548 3.20
Surname3551 Name3551 2.84
Surname3554 Name3554 4.84
Surname3556 Name3556 3.80
Surname3557 Name3557 2.32
Surname3559 Name3559 4.60
Surname3569 Name3569 3.78
Surname3570 Name3570 4.72
Surname3571 Name3571 4.48
Surname3572 Name3572 4.88
Surname3573 Name3573 4.18
Surname3575 Name3575 3.54
Surname3577 Name3577 3.14
Surname3578 Name3578 3.48
Surname3584 Name3584 2.32
Surname3586 Name3586 3.44
Surname3589 Name3589 3.50
Surname3590 Name3590 2.38
Surname3591 Name3591 1.72
Surname3593 Name3593 3.72
Surname3601 Name3601 4.34
Surname3602 Name3602 3.66
Surname3603 Name3603 4.36
Surname3604 Name3604 4.34
Surname3605 Name3605 4.18
Surname3609 Name3609 3.60
Surname3612 Name3612 4.82
Surname3613 Name3613 3.90
Surname3615 Name3615 2.92
Surname3617 Name3617 2.86
Surname3620 Name3620 2.94
Surname3624 Name3624 4.68
Surname3626 Name3626 3.84
Surname3628 Name3628 3.76
Surname3630 Name3630 4.64
Surname3631 Name3631 3.56
Surname3632 Name3632 2.26
Surname3633 Name3633 2.56
Surname3634 Name3634 2.54
Surname3636 Name3636 1.96
Surname3640 Name3640 4.06
Surname3642 Name3642 3.60
Surname3646 Name3646 4.12
Surname3647 Name3647 3.44
Surname3649 Name3649 3.38
Surname3651 Name3651 4.20
Surname3654 Name3654 1.96
Surname3655 Name3655 3.36
Surname3656 Name3656 2.44
Surname3657 Name3657 3.32
Surname3660 Name3660 4.30
Surname3663 Name3663 3.90
Surname3665 Name3665 3.02
Surname3666 Name3666 2.72
Surname3671 Name3671 3.90
Surname3672 Name3672 4.54
Surname3673 Name3673 4.42
Surname3674 Name3674 3.30
Surname3675 Name3675 4.60
Surname3680 Name3680 2.56
Surname3682 Name3682 2.68
Surname3683 Name3683 3.76
Surname3686 Name3686 2.68
Surname3689 Name3689 4.42
Surname3692 Name3692 3.36
Surname3694 Name3694 4.48
Surname3698 Name3698 4.56
Surname3705 Name3705 2.96
Surname3706 Name3706 3.78
Surname3707 Name3707 2.44
Surname3709 Name3709 1.90
Surname3711 Name3711 4.00
Surname3719 Name3719 4.70
Surname3725 Name3725 2.26
Surname3726 Name3726 2.60
Surname3727 Name3727 4.54
Surname3730 Name3730 2.26
Surname3731 Name3731 4.02
Surname3738 Name3738 3.02
Surname3739 Name3739 4.30
Surname3740 Name3740 3.96
Surname3744 Name3744 4.46
Surname3748 Name3748 3.08
Surname3749 Name3749 3.32
Surname3750 Name3750 2.74
Surname3751 Name3751 2.62
Surname3752 Name3752 3.72
Surname3757 Name3757 4.48
Surname3758 Name3758 3.38
Surname3759 Name3759 4.42
Surname3761 Name3761 4.54
Surname3764 Name3764 2.54
Surname3766 Name3766 4.94
Surname3769 Name3769 3.66
Surname3770 Name3770 3.14
Surname3772 Name3772 2.90
Surname3785 Name3785 3.60
Surname3787 Name3787 2.26
Surname3789 Name3789 2.72
Surname3791 Name3791 3.74
Surname3794 Name3794 1.90
Surname3797 Name3797 2.36
Surname3801 Name3801 4.66
Surname3805 Name3805 3.56
Surname3808 Name3808 4.78
Surname3814 Name3814 2.72
Surname3817 Name3817 2.38
Surname3819 Name3819 4.66
Surname3822 Name3822 3.90
Surname3828 Name3828 4.24
Surname3833 Name3833 3.90
Surname3835 Name3835 3.54
Surname3836 Name3836 4.02
Surname3844 Name3844 1.96
Surname3845 Name3845 4.40
Surname3846 Name3846 4.76
Surname3847 Name3847 2.32
Surname3849 Name3849 3.08
Surname3850 Name3850 2.44
Surname3853 Name3853 4.64
Surname3854 Name3854 2.62
Surname3856 Name3856 4.24
Surname3857 Name3857 1.72
Surname3861 Name3861 2.38
Surname3866 Name3866 4.20
Surname3871 Name3871 3.26
Surname3872 Name3872 2.80
Surname3876 Name3876 4.64
Surname3877 Name3877 4.14
Surname3878 Name3878 2.36
Surname3879 Name3879 3.48
Surname3880 Name3880 3.88
Surname3881 Name3881 3.72
Surname3883 Name3883 4.42
Surname3885 Name3885 1.84
Surname3886 Name3886 2.66
Surname3887 Name3887 1.48
Surname3888 Name3888 1.72
Surname3889 Name3889 3.78
Surname3891 Name3891 4.66
Surname3901 Name3901 3.56
Surname3902 Name3902 1.60
Surname3903 Name3903 3.38
Surname3904 Name3904 3.54
Surname3905 Name3905 2.38
Surname3908 Name3908 1.90
Surname3911 Name3911 3.66
Surname3912 Name3912 2.38
Surname3916 Name3916 1.96
Surname3917 Name3917 3.72
Surname3918 Name3918 4.18
Surname3920 Name3920 4.14
Surname3923 Name3923 4.42
Surname3924 Name3924 3.32
Surname3926 Name3926 4.72
Surname3928 Name3928 2.20
Surname3930 Name3930 1.96
Surname3935 Name3935 3.42
Surname3936 Name3936 3.08
Surname3941 Name3941 4.02
Surname3945 Name3945 4.48
Surname3948 Name3948 3.22
Surname3949 Name3949 3.36
Surname3955 Name3955 1.78
Surname3956 Name3956 4.48
Surname3957 Name3957 4.48
Surname3958 Name3958 3.54
Surname3960 Name3960 4.36
Surname3961 Name3961 4.24
Surname3964 Name3964 3.62
Surname3966 Name3966 2.42
Surname3968 Name3968 3.36
Surname3969 Name3969 2.44
Surname3970 Name3970 4.36
Surname3974 Name3974 4.08
Surname3977 Name3977 2.90
Surname3978 Name3978 2.20
Surname3980 Name3980 2.56
Surname3983 Name3983 4.06
Surname3985 Name3985 4.72
Surname3986 Name3986 4.78
Surname3989 Name3989 4.26
Surname3990 Name3990 4.66
Surname3992 Name3992 4.14
Surname3997 Name3997 3.02
Surname4000 Name4000 4.24
Surname4001 Name4001 3.56
Surname4002 Name4002 3.64
Surname4004 Name4004 4.24
Surname4005 Name4005 3.12
Surname4009 Name4009 4.54
Surname4021 Name4021 3.72
Surname4026 Name4026 4.56
Surname4027 Name4027 3.02
Surname4029 Name4029 3.60
Surname4034 Name4034 3.84
Surname4035 Name4035 4.00
Surname4037 Name4037 4.46
Surname4038 Name4038 3.22
Surname4041 Name4041 3.20
Surname4044 Name4044 2.66
Surname4045 Name4045 1.78
Surname4049 Name4049 3.14
Surname4051 Name4051 3.38
Surname4054 Name4054 3.32
Surname4056 Name4056 2.30
Surname4057 Name4057 3.02
Surname4062 Name4062 2.02
Surname4066 Name4066 4.30
Surname4069 Name4069 2.72
Surname4070 Name4070 1.96
Surname4071 Name4071 3.16
Surname4072 Name4072 2.92
Surname4074 Name4074 2.02
Surname4076 Name4076 2.14
Surname4077 Name4077 3.78
Surname4084 Name4084 4.24
Surname4089 Name4089 4.26
Surname4100 Name4100 3.08
Surname4101 Name4101 2.50
Surname4102 Name4102 3.18
Surname4103 Name4103 2.74
Surname4105 Name4105 2.14
Surname4106 Name4106 2.72
Surname4107 Name4107 4.30
Surname4110 Name4110 2.92
Surname4112 Name4112 2.90
Surname4114 Name4114 4.72
Surname4115 Name4115 2.90
Surname4117 Name4117 4.42
Surname4118 Name4118 4.72
Surname4120 Name4120 2.26
Surname4123 Name4123 4.98
Surname4129 Name4129 3.48
Surname4130 Name4130 2.88
Surname4132 Name4132 2.90
Surname4133 Name4133 4.60
Surname4139 Name4139 4.96
Surname4140 Name4140 1.90
Surname4141 Name4141 3.90
Surname4143 Name4143 4.30
Surname4144 Name4144 3.66
Surname4147 Name4147 2.78
Surname4149 Name4149 2.66
Surname4150 Name4150 3.18
Surname4152 Name4152 4.24
Surname4155 Name4155 3.06
Surname4156 Name4156 2.26
Surname4161 Name4161 2.26
Surname4162 Name4162 4.24
Surname4163 Name4163 4.24
Surname4164 Name4164 4.14
Surname4165 Name4165 4.60
Surname4166 Name4166 3.30
Surname4168 Name4168 3.96
Surname4169 Name4169 2.38
Surname4170 Name4170 2.44
Surname4177 Name4177 4.82
Surname4179 Name4179 3.84
Surname4187 Name4187 4.84
Surname4193 Name4193 4.02
Surname4194 Name4194 2.74
Surname4195 Name4195 3.90
Surname4196 Name4196 2.56
Surname4197 Name4197 3.66
Surname4202 Name4202 4.92
Surname4204 Name4204 4.52
Surname4205 Name4205 3.26
Surname4207 Name4207 2.86
Surname4208 Name4208 2.72
Surname4209 Name4209 3.10
Surname4210 Name4210 3.24
Surname4212 Name4212 4.26
Surname4213 Name4213 3.02
Surname4218 Name4218 4.24
Surname4219 Name4219 2.80
Surname4220 Name4220 2.26
Surname4221 Name4221 3.04
Surname4222 Name4222 4.78
Surname4223 Name4223 4.08
Surname4224 Name4224 1.90
Surname4225 Name4225 2.08
Surname4228 Name4228 4.42
Surname4231 Name4231 4.54
Surname4234 Name4234 3.60
Surname4238 Name4238 4.04
Surname4242 Name4242 4.96
Surname4245 Name4245 3.38
Surname4247 Name4247 2.44
Surname4250 Name4250 3.44
Surname4252 Name4252 4.06
Surname4253 Name4253 4.02
Surname4255 Name4255 3.14
Surname4256 Name4256 2.08
Surname4259 Name4259 4.24
Surname4260 Name4260 2.78
Surname4261 Name4261 4.30
Surname4263 Name4263 1.66
Surname4264 Name4264 4.96
Surname4265 Name4265 4.84
Surname4266 Name4266 4.94
Surname4267 Name4267 2.02
Surname4269 Name4269 3.90
Surname4270 Name4270 4.36
Surname4271 Name4271 2.90
Surname4272 Name4272 2.32
Surname4279 Name4279 2.68
Surname4280 Name4280 3.78
Surname4282 Name4282 4.54
Surname4283 Name4283 3.34
Surname4284 Name4284 2.56
Surname4289 Name4289 4.42
Surname4293 Name4293 2.74
Surname4297 Name4297 2.02
Surname4298 Name4298 4.08
Surname4299 Name4299 4.06
Surname4305 Name4305 3.54
Surname4306 Name4306 4.54
Surname4307 Name4307 3.48
Surname4308 Name4308 4.90
Surname4309 Name4309 3.44
Surname4310 Name4310 2.62
Surname4315 Name4315 2.26
Surname4316 Name4316 4.14
Surname4317 Name4317 4.52
Surname4318 Name4318 4.02
Surname4326 Name4326 3.30
Surname4331 Name4331 2.72
Surname4333 Name4333 2.62
Surname4334 Name4334 1.90
Surname4335 Name4335 4.30
Surname4337 Name4337 2.78
Surname4340 Name4340 3.90
Surname4343 Name4343 3.08
Surname4348 Name4348 4.08
Surname4350 Name4350 2.92
Surname4352 Name4352 4.36
Surname4353 Name4353 3.20
Surname4359 Name4359 4.36
Surname4363 Name4363 4.72
Surname4366 Name4366 2.12
Surname4371 Name4371 3.02
Surname4377 Name4377 4.42
Surname4379 Name4379 3.96
Surname4380 Name4380 3.90
Surname4382 Name4382 3.50
Surname4384 Name4384 4.20
Surname4386 Name4386 4.08
Surname4388 Name4388 3.44
Surname4390 Name4390 2.24
Surname4391 Name4391 3.90
Surname4392 Name4392 4.94
Surname4393 Name4393 3.66
Surname4397 Name4397 4.36
Surname4399 Name4399 3.42
Surname4400 Name4400 3.10
Surname4404 Name4404 1.78
Surname4405 Name4405 3.72
Surname4407 Name4407 2.80
Surname4411 Name4411 3.60
Surname4414 Name4414 4.30
Surname4420 Name4420 2.26
Surname4422 Name4422 4.02
Surname4430 Name4430 4.46
Surname4431 Name4431 3.08
Surname4435 Name4435 4.76
Surname4436 Name4436 2.60
Surname4438 Name4438 2.08
Surname4439 Name4439 3.50
Surname4440 Name4440 2.32
Surname4444 Name4444 2.72
Surname4445 Name4445 3.38
Surname4446 Name4446 2.68
Surname4447 Name4447 3.54
Surname4450 Name4450 3.84
Surname4452 Name4452 4.94
Surname4455 Name4455 4.40
Surname4456 Name4456 3.28
Surname4458 Name4458 4.24
Surname4461 Name4461 3.94
Surname4462 Name4462 4.82
Surname4469 Name4469 2.60
Surname4470 Name4470 4.20
Surname4471 Name4471 4.66
Surname4478 Name4478 3.44
Surname4480 Name4480 3.14
Surname4485 Name4485 4.20
Surname4486 Name4486 3.22
Surname4490 Name4490 3.96
Surname4491 Name4491 2.50
Surname4493 Name4493 4.36
Surname4494 Name4494 4.42
Surname4500 Name4500 3.76
